,word,onset,offset
1042,Vestingwerken,378.25,379.23
1043,Steden,379.5,379.9
1044,en,379.9,380.11
1045,dorpen,380.11,380.53
1046,En,380.88,380.98
1047,verpletterden,380.98,381.62
1048,de,381.62,381.73
1049,koning,381.81,382.2
1050,en,382.27,382.41
1051,de,382.41,382.47
1052,prinses,382.47,383.17
1053,En,384.02,384.13
1054,als,384.13,384.34
1055,hij,384.34,384.51
1056,het,384.51,384.58
1057,hoorntje,384.58,384.95
1058,niet,384.95,385.28
1059,had,385.28,385.42
1060,afgezet,385.42,386.0
1061,maar,386.27,386.43
1062,nog,386.43,386.61
1063,langer,386.66,386.91
1064,had,386.91,387.08
1065,geblazen,387.08,387.66
1066,zou,388.06,388.39
1067,alles,388.39,388.72
1068,ondersteboven,388.72,389.43
1069,zijn,389.43,389.71
1070,gegaan,389.71,390.17
1071,en,390.52,390.58
1072,geen,390.58,390.76499
1073,steen,390.76499,391.36
1074,was,391.36,391.59
1075,er,391.59,391.66
1076,dan,391.66,391.8
1077,op,391.8,391.94
1078,de,391.94,392.06
1079,andere,392.06,392.38
1080,gebleven,392.38,392.89
1081,Toen,393.6,393.87
1082,kon,394.24,394.48
1083,niemand,394.48,394.82
1084,hem,394.82,394.97
1085,meer,394.97,395.12
1086,weerstaan,395.12,395.66
1087,en,396.09,396.23
1088,hij,396.23,396.31
1089,stelde,396.31,396.69
1090,zich,396.69,396.89
1091,als,396.94,397.07
1092,koning,397.07,397.48
1093,over,397.89,398.13
1094,het,398.13,398.31
1095,gehele,398.31,398.79
1096,rijk,398.79,399.05
